
01 - c0077 - 1425-Mannargudi_MSK_,1,bAlasubramaNyam_bhajEham,AbhEri,muthaiah_bAgavatar,Mannargudi MSK Sankaranarayanan
23 - C0115 - 123-K-V-Narayanaswam,5,Ela_nI_dayarAdu,aThANA,tyAgarAja,Palghat KV Narayanaswamy
23 - C0197 - 211_TKRangachari-dEv,4,Ela_nI_dayarAdu,aThANA,tyAgarAja,TK Rangachari
23 - C0232 - 246_KJYesudas-Bangal,6,Ela_nI_dayarAdu,aThANA,tyAgarAja,KJ Yesudas
23 - C0253 - 267_TRSubramanyam-Mo,3,Ela_nI_dayarAdu,aThANA,tyAgarAja,TR Subramaniam
23 - C0268 - 282_KVNarayanaswamy-,5,Ela_nI_dayarAdu,aThANA,tyAgarAja,Palghat KV Narayanaswamy
47 - C0015 - 16.-TN-Krishnan-Viji,2,Ela_nI_dayarAdu,aThANA,tyAgarAja,TN Krishnan
57 - C0251 - 251-Mambalam_Sisters,2,Ela_nI_dayarAdu,aThANA,tyAgarAja,Mambalam Sisters
57 - C0318 - 318-Seetha_Narayanan,6,Ela_nI_dayarAdu,aThANA,tyAgarAja,Seetha Narayanan
57 - C0322 - 322-Sheik_Chinna_Mau,5,Ela_nI_dayarAdu,aThANA,tyAgarAja,Sheik Chinna Moulana
57 - C0352 - 352-Thiruvengadu_Jay,4,Ela_nI_dayarAdu,aThANA,tyAgarAja,Thiruvengadu Jayaraman
57 - C0372 - 372-Chembai_Vaidyana,3,Ela_nI_dayarAdu,aThANA,tyAgarAja,Chembai Vaidhyanatha Bagavathar
57 - C0401 - 401-Nookala_Chinna_S,2,Ela_nI_dayarAdu,aThANA,tyAgarAja,Nookala Chinna Satyanarayana
01 - C2174 - 2193-N_Bhairavi-N_Ma,3,gOpakumAra,aThANA,oothukAdu_venkata_kavi,"N Bhairavi,N Malavi"
00 - C0122 - msg,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,MS Gopalakrishnan
00 - C0129 - ma59,9,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Viswanatha Iyer
00 - C0148 - kl2001,70,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,OS Thyagarajan
00 - C0219 - 1,5,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,TK Rangachari
00 - C0219 - 1,7,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,TK Rangachari
01 - C0447 - 1185-M_Narmadha-Viol,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,M Narmadha
01 - C0538 - 020.SEMMANGUDI_R.SRI,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Semmangudi Srinivasa Iyer
01 - c2063 - 2068-Ramnad_N_Krishn,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Ramnad N Krishnan
01 - C2521 - 2526-140th_Thyagaraj,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,---
01 - C2904 - 2945-Trichur_V_Ramac,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Trichur V Ramachandran
01 - C3198 - 3164-R_Ganesh-TV_Aud,5,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,R Ganesh
01 - C3204 - 029-Trichur_V_Ramach,5,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Trichur V Ramachandran
01 - C3245 - 3185-AS_Murali,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,AS Murali
01 - C3305 - 3256-Suguna_Varadhac,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Suguna Varadachari
01 - C4503 - 4414-Voleti_Venkates,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Voleti Venkateswarulu
01 - C5419 - 5329-Vairamangalam_S,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Vairamangalam S Lakshminarayan
01 - C5642 - 5557-S_Babu-Nadaswar,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,S Babu
01 - C5717 - 5593-Anuradha_Sridha,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Anuradha Sridhar
01 - C5795 - 5673-Seetha_Narayana,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Seetha Narayanan
01 - C6561 - 6370-Kunnakudi_M_Bal,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Kunnakudi M Balamuralikrishna
02 - C0006 - 050_MaharajapuramVis,4,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Viswanatha Iyer
02 - C0101 - 109_RamnadKrishnan_M,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Ramnad N Krishnan
02 - C0570 - 586_OS_Thiagarajan_d,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,OS Thyagarajan
03 - C0842 - 489-mahArAjapuram_vi,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Viswanatha Iyer
03 - C0849 - 496-TR_subrahmaNyam-,6,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,TR Subramaniam
03 - C0936 - 582-mahArAjapuram_V_,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Santhanam
08 - C0007 - 08-TKR-MSG-Upendran-,4,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,TK Rangachari
09 - C0039 - TBr--004,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,T Brinda
10 - C0040 - 036-KBSundarambal-Vo,6,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,KB Sundarambal
15 - C0175 - 170-Maharajapuram_Sa,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Santhanam
15 - C0218 - 213-Sudha_Raghunatha,4,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Sudha Raghunathan
15 - C0267 - 263-Maharajapuram_Sa,5,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Santhanam
19 - C0102 - 103_MS_Ramachandran_,1,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,MS Ramachandran
21 - C0015 - 15-Chitti_Babu,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,S Chittibabu
23 - C0274 - 288_TKRangachari-nij,4,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,TK Rangachari
29 - C0004 - TKR-MSG-KVI,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,RK Rangachari
46 - C0068 - 073_Santhanam_MSG,3,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Maharajapuram Santhanam
57 - C0190 - 190-Chitti_Babu-Live,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,S Chittibabu
57 - C0420 - 420-Aishwarya_Vidhya,2,ilalO_praNatArti_haruDanucu,aThANA,tyAgarAja,Aishwarya Vidhya Raghunath
01 - C1992 - 1987-V_Muthukumar,1,jagadgurO_dayAnidhE,aThANA,muthaiah_bAgavatar,V Muthukumar
01 - C2679 - 2697-TN_Seshagopalan,3,jagadgurO_dayAnidhE,aThANA,muthaiah_bAgavatar,TN Seshagopalan
01 - C3925 - 3863-Prema_Rangaraja,4,jagadgurO_dayAnidhE,aThANA,muthaiah_bAgavatar,Prema Rangarajan
00 - C0337 - air-1,2,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,TV Sankaranarayanan
01 - C2749 - 2772-Bombay_Sisters-,4,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,Bombay Sisters
01 - c3027 - 272.Bombay_Sisters-D,5,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,Bombay Sisters
01 - C3412 - 3368-P_Vasanthakumar,3,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,P Vasanthakumar
01 - C6536 - 30-Vijayalakshmy_Sub,1,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,Vijayalakshmy Subramaniam
03 - C0011 - 225-Bombay_Sisters-V,7,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,Bombay Sisters
28 - C0004 - 0004.TVS_AIRMS_17120,2,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,TV Sankaranarayanan
42 - C0007 - Periasamy-Dooran-Pad,2,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,TV Sankaranarayanan
57 - C0245 - 245-Mahadevan_Sankar,5,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,Mahadevan Sankaranarayanan
57 - C0431 - 431-Bombay_Sisters-L,3,kAla_kAlan_kayilai_nAthan,aThANA,periyasAmy_tUran,Bombay Sisters
01 - C0463 - 1503-Thiruchitrambal,3,kanaka_sabhApatikku,aThANA,gOpalakrishna_bharati,Various
01 - c1171 - 699.V.R.KRISHNAN,1,kanaka_sabhApatikku,aThANA,gOpalakrishna_bharati,VR Krishnan
01 - C2395 - 2379-Chinmaya_Sister,3,kanaka_sabhApatikku,aThANA,gOpalakrishna_bharati,"Chinmaya Sisters - Uma,Radhika"
01 - C3309 - 3260-Chinmaya_Sister,2,kanaka_sabhApatikku,aThANA,gOpalakrishna_bharati,"Chinmaya Sisters - Uma,Radhika"
01 - C5886 - 5765-P_Varamurthy-Na,3,kanaka_sabhApatikku,aThANA,gOpalakrishna_bharati,P Varamurthy
01 - C6567 - 6376-S_Sowmya-TV_Aud,3,kaNNan_mALigaikkE,aThANA,pApanAsam_sivan,S Sowmya
00 - C0242 - 1,6,kAnta_tava_pizha,aThANA,swAtitirunAL,Trivandrum Venkataraman
01 - C0318 - 1045-Alathur_Brother,5,kAnta_tava_pizha,aThANA,swAtitirunAL,Alathur Brothers
01 - C2067 - 2075-Parassala_Ponna,3,kAnta_tava_pizha,aThANA,swAtitirunAL,Parassala Ponnammal
01 - C3096 - 3081-R_Venkataraman-,2,kAnta_tava_pizha,aThANA,swAtitirunAL,Trivandrum Venkataraman
01 - C5549 - 5462-S_Varadarajan-V,6,kAnta_tava_pizha,aThANA,swAtitirunAL,S Varadarajan
01 - C5964 - 5850-Amrutha_Venkate,4,kAnta_tava_pizha,aThANA,swAtitirunAL,Amrutha Venkatesh
02 - C0549 - 565_TVRamachandran_s,6,kAnta_tava_pizha,aThANA,swAtitirunAL,Trichur V Ramachandran
03 - C0923 - 569-TR_subrahmaNyam-,6,kAnta_tava_pizha,aThANA,swAtitirunAL,TR Subramaniam
06 - c0350 - 0412-Sri_Aalathur_Br,3,kAnta_tava_pizha,aThANA,swAtitirunAL,Alathur Brothers
10 - C0052 - 048-Komanduri_Seshad,5,kAnta_tava_pizha,aThANA,swAtitirunAL,Komanduri Seshadri
46 - C0003 - 005-ALB-National-Pro,2,kAnta_tava_pizha,aThANA,swAtitirunAL,Alathur Brothers
01 - C3984 - 3924-V_Muthukumar,1,kaTTu_jEsinavu_rAma,aThANA,tyAgarAja,V Muthukumar
01 - C6656 - 6468-Thyagaraja_Comp,5,kaTTu_jEsinavu_rAma,aThANA,tyAgarAja,---
01 - C1645 - 1719-Rudrapatnam_Bro,4,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Rudrapatnam Brothers
03 - C0813 - 460-sandhyAvandhanam,2,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Sandhyavandanam Srinivasa Rao
03 - C0893 - 539-rudhrapatNam_bro,4,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Rudrapatnam Brothers
08 - C0040 - 47-SSI-PeramburSange,2,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Semmangudi Srinivasa Iyer
09 - C0050 - TBr--015,1,mummUrtulu_gumigUDi,aThANA,tyAgarAja,T Brinda
09 - C0054 - TBr--019--1963-,8,mummUrtulu_gumigUDi,aThANA,tyAgarAja,T Brinda
09 - C0135 - SSI--035--Madras-27t,2,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Semmangudi Srinivasa Iyer
23 - C0048 - 052-Sandhyavandanam-,6,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Sandhyavandanam Srinivasa Rao
23 - C0205 - 218_RamnadKrishnan-m,18,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Ramnad N Krishnan
34 - c0038 - LGJ-14,50,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Lalgudi Jayaraman
46 - C0039 - 044-SSI-TNK-CSM-Oct3,5,mummUrtulu_gumigUDi,aThANA,tyAgarAja,Semmangudi Srinivasa Iyer
01 - c0739 - 240.PALGHAT_K.V.NARA,2,nArada_gAna_lOla,aThANA,tyAgarAja,Palghat KV Narayanaswamy
01 - C2206 - 2229-Mankkal_Rangara,3,nArada_gAna_lOla,aThANA,tyAgarAja,Manakaal Rangarajan
01 - C2339 - 2864-D_Pasupathy-AIR,2,nArada_gAna_lOla,aThANA,tyAgarAja,D Pasupathy
01 - C3175 - 006-OS_Thyagarajan,2,nArada_gAna_lOla,aThANA,tyAgarAja,OS Thyagarajan
01 - C3609 - 3577-Maharajapuram_S,2,nArada_gAna_lOla,aThANA,tyAgarAja,Maharajapuram S Ramachandran
01 - C4352 - 4261-Komanduri_Sesha,1,nArada_gAna_lOla,aThANA,tyAgarAja,Komanduri Seshadri
01 - C5117 - 5054-OS_Thyagarajan-,2,nArada_gAna_lOla,aThANA,tyAgarAja,OS Thyagarajan
01 - C5130 - 5068-TV_Sundaravalli,1,nArada_gAna_lOla,aThANA,tyAgarAja,TV Sundaravalli
01 - C5531 - 5444-Vyasarpadi_G_Ko,1,nArada_gAna_lOla,aThANA,tyAgarAja,Vyasarpadi G Kothandaraman
01 - C5602 - 5516-TV_Sankaranaray,2,nArada_gAna_lOla,aThANA,tyAgarAja,TV Sankaranarayanan
06 - c0073 - 0082-Ms.V-Sumitra-3-,1,nArada_gAna_lOla,aThANA,tyAgarAja,Sumithra Vasudev
08 - C0008 - 09-TKR-MSG-KRM-THV-M,5,nArada_gAna_lOla,aThANA,tyAgarAja,TK Rangachari
08 - C0013 - 17-MMI-TNK-PMI-IFAS-,8,nArada_gAna_lOla,aThANA,tyAgarAja,Madurai Mani Iyer
10 - C0175 - 171-Marella_Kesavara,3,nArada_gAna_lOla,aThANA,tyAgarAja,Marella Kesava Rao
10 - C0215 - 212-Chittibabu-Veena,6,nArada_gAna_lOla,aThANA,tyAgarAja,S Chittibabu
10 - C0518 - 529-MS_Subbulakshmi-,2,nArada_gAna_lOla,aThANA,tyAgarAja,MS Subbulakshmi
10 - C0607 - 618-OS_Thyagarajan-V,2,nArada_gAna_lOla,aThANA,tyAgarAja,OS Thyagarajan
15 - C0083 - 083-Lalgudi_and_Srim,5,nArada_gAna_lOla,aThANA,tyAgarAja,"Lalgudi Jayaraman,Srimathi"
15 - C0119 - 115-MDR-Live_Concert,2,nArada_gAna_lOla,aThANA,tyAgarAja,MD Ramanathan
15 - C0133 - 126-T.V.Sankaranaray,4,nArada_gAna_lOla,aThANA,tyAgarAja,TV Sankaranarayanan
19 - C0051 - 052_2009_04_25_OS_Th,3,nArada_gAna_lOla,aThANA,tyAgarAja,OS Thyagarajan
23 - C0010 - 012-Madurai-Mani-Iye,6,nArada_gAna_lOla,aThANA,tyAgarAja,Madurai Mani Iyer
23 - C0262 - 276_MaduraiManiIyer-,6,nArada_gAna_lOla,aThANA,tyAgarAja,Madurai Mani Iyer
29 - C0001 - TKR-MSG-KRM-THV,5,nArada_gAna_lOla,aThANA,tyAgarAja,RK Rangachari
38 - C0008 - 003-MDR-Live-03,5,nArada_gAna_lOla,aThANA,tyAgarAja,MD Ramanathan
46 - C0052 - 057-TNS-Balu-Easwara,3,nArada_gAna_lOla,aThANA,tyAgarAja,TN Seshagopalan
54 - C0035 - 37-Madurai_GS_Mani,5,nArada_gAna_lOla,aThANA,tyAgarAja,Madurai GS Mani
57 - C0481 - 481-Madurai_Mani_Iye,9,nArada_gAna_lOla,aThANA,tyAgarAja,Madurai Mani Iyer
00 - C0367 - marriage-concert,7,nI_irangAyenil,aThANA,pApanAsam_sivan,M Narmadha
01 - C0558 - 041.MLV-KANYAKUMARI-,8,nI_irangAyenil,aThANA,pApanAsam_sivan,ML Vasanthakumari
01 - c0768 - 270.BUSHANY_KALYANAR,2,nI_irangAyenil,aThANA,pApanAsam_sivan,Bhushany Kalyanaraman
01 - c0902 - 413.GEETHA_RAJA,1,nI_irangAyenil,aThANA,pApanAsam_sivan,Geetha Raja
01 - c1349 - 0892.Kunnakudy_R_Vai,3,nI_irangAyenil,aThANA,pApanAsam_sivan,Kunnakudi R Vaidyanathan
01 - c1372 - 0917.Sudha_Raghunath,4,nI_irangAyenil,aThANA,pApanAsam_sivan,Sudha Raghunathan
01 - c1373 - 0918.Aruna_Sairam,2,nI_irangAyenil,aThANA,pApanAsam_sivan,Aruna Sairam
01 - c1891 - 057.JAYALAKSHMI_SANT,1,nI_irangAyenil,aThANA,pApanAsam_sivan,Jayalakshmi Santhanam
01 - C2840 - 2528-Jayalakshmi_Sek,3,nI_irangAyenil,aThANA,pApanAsam_sivan,Jayalakshmi Sekhar
01 - C2925 - 2969-Ritha_Rajan,3,nI_irangAyenil,aThANA,pApanAsam_sivan,Ritha Rajan
01 - C3086 - 3071-TV_Sundaravalli,2,nI_irangAyenil,aThANA,pApanAsam_sivan,TV Sundaravalli
01 - C4547 - 4458-Bhushany_Kalyan,2,nI_irangAyenil,aThANA,pApanAsam_sivan,Bhushany Kalyanaraman
01 - C5003 - 4928-Sriram_Parthasa,1,nI_irangAyenil,aThANA,pApanAsam_sivan,Sriram Parthasarathy
01 - C5041 - 4968-Savitha_Narasim,1,nI_irangAyenil,aThANA,pApanAsam_sivan,Savitha Narasimhan
01 - C6399 - 6249-Geetha_Raja,1,nI_irangAyenil,aThANA,pApanAsam_sivan,Geetha Raja
01 - D0003 - 1536-Sudha_Raghunath,1,nI_irangAyenil,aThANA,pApanAsam_sivan,Sudha Raghunathan
03 - C0045 - 191-gItha_bAlasubrah,5,nI_irangAyenil,aThANA,pApanAsam_sivan,Geetha Balasubrahmanyan
03 - C0102 - 134-MS-Subbalakshmi-,7,nI_irangAyenil,aThANA,pApanAsam_sivan,MS Subbulakshmi
03 - C0227 - 002-Salem-Shriram-Au,7,nI_irangAyenil,aThANA,pApanAsam_sivan,Salem Sriram
03 - C1113 - 760-lAlgudi_G_jayarA,3,nI_irangAyenil,aThANA,pApanAsam_sivan,Lalgudi Jayaraman
06 - C0859 - 0968_Ms.PadmaSugavan,2,nI_irangAyenil,aThANA,pApanAsam_sivan,Padma Sugavanam
10 - C0603 - 614-DK_Jayaraman-Voc,3,nI_irangAyenil,aThANA,pApanAsam_sivan,DK Jayaraman
15 - C0024 - 024-M.S.Subbulakshmi,10,nI_irangAyenil,aThANA,pApanAsam_sivan,MS Subbulakshmi
23 - C0279 - 293_MSSubbulakshmi-K,4,nI_irangAyenil,aThANA,pApanAsam_sivan,MS Subbulakshmi
34 - C0090 - MSS-01,62,nI_irangAyenil,aThANA,pApanAsam_sivan,MS Subbulakshmi
55 - C0016 - 016-DK_Jayaraman,3,nI_irangAyenil,aThANA,pApanAsam_sivan,DK Jayaraman
57 - C0293 - 293-Radha_Jayalakshm,5,nI_irangAyenil,aThANA,pApanAsam_sivan,"Radha,Jayalakshmi"
01 - C4866 - 4781-S_Sowmya-Ambuja,1,nI_panulu,aThANA,ambujam_krishna,S Sowmya
00 - C0201 - lgjpr,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
00 - C0203 - somulgjcsm,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
00 - C0284 - bglr90,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Rajkumar Bharathi
01 - C2222 - 2248-Madurai_Somasun,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0402 - 416_Madurai_Somu_tOD,10,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0414 - 428_Madurai_Somu_tOD,17,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0420 - 434_Madurai_Somu_tOD,10,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0423 - 438_Madurai_Somu_Bha,13,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0427 - 442_Madurai_Somu_LGJ,9,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0432 - 447_madurai_Somu_LGJ,14,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0442 - 458_Madurai_Somu_MC_,12,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - c0451 - 467_Madurai_Somu_tOD,14,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
02 - C0463 - 479_Madurai_Somu_tOD,12,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
03 - C0167 - 067-RAjkumAr_BhArath,7,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Rajkumar Bharathi
03 - C0193 - 039-Madhurai_SOmasun,10,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
03 - c0869 - 516-nEdhunUri_kriShN,5,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Nedunuri Krishnamurthy
03 - C0911 - 557-maDhurai_sOmasun,9,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
03 - C1040 - 685-maDhurai_sOmasun,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
03 - C1077 - 723-maDhurai_sOmasun,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
04 - C0016 - 02_Madurai-Somasunda,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
08 - C0026 - 30-Somu-LGJ-CSM,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
10 - C0277 - 273-Nityasree_Mahade,10,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Nithyasri Mahadevan
15 - C0078 - 078-Madurai_Somasund,9,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
15 - C0089 - 088-Madurai_Somu-Liv,13,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
15 - C0093 - 079-Madurai_Somasund,11,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
15 - C0345 - 341-Madurai_Somasund,6,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
15 - C0354 - 350-Madurai_Somasund,8,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
17 - C0108 - 115-Sathur_Sisters-R,4,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Sathur Sisters
21 - C0004 - 04-Madurai_Somu-02,302,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
21 - C0005 - 05-Madurai-Somu-06,10,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
57 - C0143 - 143-Madurai_Somasund,9,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
57 - C0482 - 482-Madurai_Somasund,9,rAma_nAmamu_janma_rakSaka,aThANA,tyAgarAja,Madurai Somasundaram
01 - C5494 - 5405-M_Sudhakar-Raga,2,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,M Sudhakar
01 - C6665 - 6478-Divyanama_Sanke,106,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,---
02 - c0139 - 147_MaharajapuramSan,3,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
02 - C0139 - 147_MaharajapuramSan,4,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
03 - C0525 - 284-mahArAjapuram_V_,2,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
03 - C0619 - 357-mahArajapuram_V_,4,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
03 - C0896 - 542-mahArAjapuram_V_,2,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
07 - C0035 - 05_nama_sangirthanam,7,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,M BalamuraliKrishna
10 - C0310 - 307-Nedunuri_Krishna,2,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Nedunuri Krishnamurthy
10 - C0508 - 519-KV_Narayana_Swam,3,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Palghat KV Narayanaswamy
15 - C0204 - 199-M.D.Ramanathan-A,6,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,MD Ramanathan
17 - C0059 - 060-Santhanam-TSV-TK,3,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
19 - C0130 - 131_SARGAM2010_SISL_,6,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Roopa Gurumurthy
23 - C0028 - 031-Santhanam-LGJ-Pr,3,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
34 - C0084 - MVS-LGJ-KRM,4,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
57 - C0114 - 114-Maharajapuram_Sa,3,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Maharajapuram Santhanam
57 - C0441 - 441-Sanjay_Subrahman,5,rArA_raghuvIra_veNTa,aThANA,tyAgarAja,Sanjay Subrahmanyan
01 - C2145 - 2162-Adoor_P_Sudarsh,3,sarasAyatalocana,aThANA,swAtitirunAL,Adoor P Sudarshanam
01 - C5749 - 5625-Adoor_P_Sudhars,1,sarasAyatalocana,aThANA,swAtitirunAL,Adoor P Sudarshanam
00 - C0213 - sv,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Suguna Varadachari
00 - C0287 - ny82,2,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Mani Krishnaswamy
01 - C0140 - 1238-Kalpagam_Swamin,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Kalpagam Swaminathan
01 - c0461 - 1200-Embar_S_Kannan-,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Embar S Kannan
01 - C0889 - 397.Adyar_S_Jayarama,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Adyar S Jayaraman
01 - c0946 - 458.MASTER_K.SATHYAN,3,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,K Sathyanarayanan
01 - C1276 - 0813.C.SAROJA-C.LALI,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Bombay Sisters
01 - c1408 - 0955.Anuradha_Sridha,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Anuradha Sridhar
01 - C1539 - 1675-M_Sudhakar-Sang,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,M Sudhakar
01 - C1643 - 1125-U_Srinivas-Mand,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,U Shrinivas
01 - c1801 - 1892-Rama_Ravi-Podhi,1,shrI_mahAgaNapatim_bhajEham,aThANA,jayacAmarAja_wodayAr,Rama Ravi
